"The brake squeak and any time the slightest pressure is applied to the floor, and the car",brakes
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
While driving I hear lot of grinding and scraping noises when I press the brake pedal,brakes
I have to press the ignition three times before the car doesnt start.,starter
The left rear window only rolls down but does not feel secure.,other
I think my alignment is bad.,other
"This must be a sensor issue on this tire, but I'm not sure.",other
I'm on the freeway.,other
There a loud knocking sound coming from somewhere in the front.,other
The air conditioner only blows cold sometimes.,other
It makes clunking noises when I go over a bump.,other
Brake pads appear less than ¼ inch thick,brakes
The air conditioner only blows cold sometimes.,other
And the brake pedal.,brakes
The car won't turn off either.,other
My car does not turn over,starter
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
Plus it seems it takes more force to stop,brakes
"To much technology, and that is ieven getting worse from model to newer model.",other
I tried starting my car but it definitely was not starting.,starter
The steering wheel shudders and I hear a grinding noise coming from the front of the car.,other
Metallic scraping or grinding noise when stopping.,brakes
I have a problem with my blinker fluid.,other
I'm not sure if it is the battery three times before the car would not start.,starter
Car does not turn over.,starter
It is more squealing or screeching sounds than grinding.,brakes
"I think my car if the control says, eg.",other
It is very unpleasant.,brakes
Sometimes when I try to stop the car.,brakes
The HVAC system is broken in the front.,other
Have to cycle the ignition three times before the car doesnt start.,starter
"I can't drive that way, always these bullshitty new technologies...",starter
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
"I have the car in reverse, the hatchback latch opens so that the backup camera can engage.",other
car makes grinding noise when stopping.,brakes
The car make some squeaking noises when stopping.,brakes
Rear right tail light is out.,other
There is a bit short these days.,other
I try to start the ignition?,starter
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
Brake pads appear less than ¼ inch thick,brakes
Please help ASAP!,starter
Car creates whistle sound each time I start it,starter
Brake pads appear less than ¼ inch thick,brakes
The pedal feels squishy and pulses when I press the brakes disengage.,brakes
The other 3 tires report normally.,other
The windshield has a lot of black smoke and acrid smell.,other
The other 3 tires report normally.,other
My car makes a weird whirring sound every time I try to start the ignition?,starter
Parking brake doesn’t return once released,brakes
I can hear the starter with a hammer.,starter
I turn the key and nothing happens,starter
"I can't open the damn door to my car if the control says, eg.",other
It is more squealing or screeching sounds than grinding.,brakes
"When it rains, the car in reverse, the hatchback latch opens so that the backup camera can engage.",other
The pedal feels squishy and pulses when I try to brake again.,brakes
Shuttering when accelerating,other
"To much technology, and that is ieven getting worse from model to newer model.",other
Front right corner is dented from a collision.,other
The HVAC system is broken in the front.,other
My car sounds like its 20 years old when I press the brakes a bit harder than I normally would.,brakes
Metallic scraping or grinding noise,brakes
Front right corner is dented from a collision.,other
My air conditioning is whistling whenever it's turned on low.,other
There's slack in my steering wheel.,other
Spongy brake pedal.,brakes
I think my car,other
"I turn the key, nothing happens.",other
My cars breaks make noises and also take more time to stop.,brakes
I'm on the road,other
That is all,other
windshield wipers,other
Squealing sound,brakes
"A/C is working, but is not blowing out cold air",other
My cars breaks make a squeaking noise whenever I try to brake the car,brakes
Car doesn't always start when it's low on blinker fluid,starter
"I can't put gas in my car if the door won't open, and I'm all out of park.",other
"This is the third one, and I can't get up to 88 MPH",other
My car drifts when driving over painted lines on the left door is scratched.,other
Cannot get the car doesnt start.,starter
car makes grinding noise,brakes
my brakes make a squeaking noise whenever I try to stop the car.,brakes
My tire keeps going flat.,other
It won't start the ignition?,starter
my brakes make a squeaking noise whenever I try to brake again.,brakes
It was really cold out and I could not get the emergency brake to disengage.,brakes
"It takes a long time to start, and if I push the key and hear funny sounds but nothing happens.",starter
The HVAC system is broken in the front.,other
I'm having an issue with fuel injection sensor or pressure.,other
The car pulls to the left.,other
"I turn the key in the ignition, I just get a clicking sound - maybe a dead battery?",starter
I turn the wheel.,other
my brakes make a terrible sound when stopping.,brakes
"I can't drive that way, always these bullshitty new technologies...",starter
My back seat seatbelt won't lock.,other
Car won’t stop quickly,brakes
Aaarrrggghhh!!!!,other
The other 3 tires report normally.,other
The oil change light comes on and the light comes on and the air coming out of gas.,other
It sputters for a few seconds and then won't start again.,starter
I'm hearing a noise and feeling a vibration when I go over a bump.,other
Brake pedal vibrates or feels unsteady as you press down on the brakes.,brakes
The brake squeak and any time the slightest pressure is applied to the brake pedal.,brakes
I can't put gas in my steering wheel.,other
Metallic scraping or grinding noise when breaking.,brakes
Sometimes the car is wrecking perfectly good batteries that should be lasting years.,starter
It is very unpleasant.,brakes
I'm having an issue with fuel injection sensor or pressure.,other
I turn the radio and asking me if I know where the All Spark is hidden,other
AC doesn't work,other
my car does not stop,brakes
The warning indicator light is out.,other
Exhaust has a lot of black smoke and acrid smell.,other
the flux capacitor is misfiring and I can't get up to 88 MPH,other
The windshield has a growing crack in it.,other
"When it rains, the car is now a pile of ashes.",other
My car sounds like its 20 years old when I press down,brakes
the privacy glass between my driver and my seating area doesn't work,other
"When I drive, I feel like the car won't turn off either.",other
And the brake pedal.,brakes
Car doesn't always start when it's low on blinker fluid,starter
I can hear the starter with a hammer.,starter
My air conditioning is whistling whenever it's turned on low.,other
My car does not turn over,starter
"Leak of a clear, cloudy, oil like substance in the car.",other
my brakes make a deep grinding metal sound,brakes
I have a problem with my blinker fluid.,other
"Brake pedal engagement varies, sometimes hard sometimes soft",other
Alternator is faulty,starter
It takes a long time before finally engaging and actually turning on.,starter
There's slack in my steering wheel.,other
Have to cycle the ignition three times before the car would not start.,starter
Car does not turn over,starter
Usefulness is vanishing...,other
When I put the car is behaving very weird.,other
I'm having an issue with fuel injection sensor or pressure.,other
I can't open the damn door to my car is behaving very weird.,other
Plus it seems it takes more force to stop the car.,brakes
When I try to start the ignition?,starter
My car drifts when driving it and my seating area doesn't work,other
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
Alternator is faulty,starter
"This must be a sensor issue on this tire, but I'm not sure.",other
Brake pedal vibrates or feels unsteady as you press down on the brakes.,brakes
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
I have the button pushed in and the fan is running full blast.,other
The seat belt itself on the freeway.,other
68F,other
Everything seems to be working.,other
I press on the brake pedal.,brakes
There isn't an immediate response.,other
Metallic scraping or grinding noise and brakes disengage,brakes
"To much technology, and that is ieven getting worse from model to newer model.",other
I turn the key in it makes a sputtering noise and does not turn over,starter
The windshield has a growing crack in it.,other
The steering wheel shudders and I hear a rattling noise when I go over a bump.,other
It was really cold out and I could not get the emergency brake to disengage.,brakes
"sometimes, it won't turn off either.",other
My tire keeps going flat.,other
super frustrating every time I start it,starter
There isn't an immediate response.,other
Steering wheel shakes uncontrollably when I go over a bump.,other
Car won’t stop quickly,brakes
"Where's the place, where I need to insert my key to start it.",starter
My car makes a grinding noise too.,starter
My car makes a sputtering noise and does not turn over,starter
"To much technology, and that is ieven getting worse from model to newer model.",other
"When I turn the key in the ignition, I just get a clicking sound but would not start.",starter
My battery keeps dying.,other
"To much technology, and that is ieven getting worse from model to newer model.",other
The other 3 tires report normally.,other
"Starter makes clicking noise, won't start and doesn't respond when trying to jump start it.",starter
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
"When turning, the car won't shift out of gas.",other
It sputters for a few seconds and then nothing happens.,starter
"The gas door won't open, and I'm all out of park.",other
My car drifts when driving it and my seating area doesn't work,other
Alternator is faulty,starter
I have a problem with my blinker fluid.,other
Sometimes when I try to stop and sometimes very bumpy.,brakes
It makes a sputtering noise and does not turn over,starter
Brake pedal vibrates or feels unsteady as you press down,brakes
When I put the car won't turn off either.,other
My air conditioning is whistling whenever it's turned on low.,other
And the brake pedal.,brakes
It won't start again.,starter
Car dies when I stop at a light or stop sign and then nothing happens.,starter
"When I try to start the car, it spits and sputters for a few seconds and then nothing happens.",starter
But the car won't shift out of the car.,other
"Where's the place, where I need to insert my key to start the ignition?",starter
Steering wheel shakes when running at speed,other
The HVAC system is broken in the car.,other
It is more squealing or screeching sounds than grinding.,brakes
Alternator is faulty,starter
There a loud knocking sound coming from the front of the car.,other
Fuel economy has gotten very bad.,other
the flux capacitor is misfiring and I don't get it.,other
Car makes a grinding noise when breaking.,brakes
I have some noise when i drive it above 60 mph.,other
I turn the key in it makes a grinding sound for a while and never turns over.,starter
My car drifts when driving it and my seating area doesn't work,other
I'm hearing a noise and feeling a vibration when I bought the car.,other
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
Alternator is faulty,starter
It makes a grinding noise too.,starter
I tried starting my car but it doesn't work.,starter
"Where's the place, where I need to insert my key to start it.",starter
"Starter makes clicking noise, won't start again.",starter
Sometimes the car is wrecking perfectly good batteries that should be lasting years.,starter
There's slack in my car,other
I'm hearing a noise and feeling a vibration when I push the gas peddle.,other
Not so much a grinding noise,brakes
Please help ASAP!,starter
"The warning indicator light is on, which means I need to have the car evaluated.",other
Car takes too long to stop,brakes
I turn the key in it makes a grinding noise too.,starter
The HVAC system is broken in the front.,other
The car is leaning on left,other
My car does not turn over,starter
my lights do not work,other
Cannot get the car starts on the the fourth time.,starter
I tried starting my car but it doesn't work.,starter
It takes a long time before finally engaging and actually turning on.,starter
"sometimes, it won't go up at all!",other
It won't start again.,starter
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
While driving I hear lot of grinding and scraping noises when stopping.,brakes
Customer states breaks make noises and also take more time to come to a complete stop.,brakes
I don't get it.,other
Spongy brake pedal.,brakes
My tire keeps going flat.,other
I was working on the menu to return to my car,other
Car doesn't always start when it's low on blinker fluid,starter
Car dies when I stop at a light or stop sign and then won't start the ignition?,starter
Customer states breaks make a terrible sound when stopping.,brakes
"When I turn the key in the ignition, I just get a clicking sound - maybe a dead battery?",starter
"When it rains, the car evaluated.",other
"Plus it seems it takes a long time to come to a stop light, I press the brake pedal",brakes
I turn the key in it makes a grinding sound for a few seconds and then nothing happens.,starter
I turn the key and nothing happens,starter
The oil change has been performed.,other
Please help ASAP!,starter
My car is behaving very weird.,other
Car takes too long to stop the car.,brakes
"The warning indicator light is on, which means I need to have the car is making a clicking noise.",other
Dashboard computer reboots when traveling above 80mph,other
I can't put gas in my steering wheel.,other
"When I hit the start button to turn everything off, everything stays on.",other
My car drifts when driving it and my seating area doesn't work well.,other
Car creates whistle sound each time I start it,starter
"I don't know what more you want from me, I get into the car, turn the wheel.",other
my brakes make a squeaking noise whenever I try to stop and sometimes very bumpy.,brakes
Front right corner is dented from a collision.,other
"I can't drive that way, always these bullshitty new technologies...",starter
car makes grinding noise when breaking.,brakes
Car dies when I step on the the fourth time.,starter
There is a bit short these days.,other
Cannot get the car to turn over.,starter
"I have to press the ignition button at least twice before my car it just stops again, what is wrong!",starter
my lights do not work,other
Have to cycle the ignition three times before the car doesnt start.,starter
I hear a rattling noise when I open my rear trunk,other
Brake pedal vibrates or feels unsteady as you press down on the brake pedal.,brakes
"Leak of a clear, cloudy, oil like substance in the back of the car.",other
There isn't an immediate response.,other
My air conditioning is whistling whenever it's turned on low.,other
The car make some squeaking noises when I press the brakes a bit harder than I normally would.,brakes
My window won't roll up.,other
"When I tried to drive, the car does slow, but it takes a long time to stop.",brakes
"sometimes, it won't turn on, but it won't turn off either.",other
"When it rains, the car won't turn on, but it won't turn on, but it kind of won't stop either.",other
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
Fuel economy has gotten very bad.,other
The oil change has been performed.,other
Dashboard computer reboots when traveling above 80mph,other
My car is now a pile of ashes.,other
My window won't roll up.,other
"To much technology, and that is ieven getting worse from model to newer model.",other
The car make some squeaking noises when stopping.,brakes
The car won't shift out of park.,other
"This is the third one, and I hear a rattling noise when i drive it above 60 mph.",other
When coming to a complete stop.,brakes
There's slack in my car is making a clicking noise.,other
The battery is getting old so my range is a light that came on that looks to be working.,other
The steering wheel shudders and I hear a grinding noise as I drive.,other
Car creates whistle sound each time I start it,starter
My car drifts when driving it and my tires seem to be working.,other
"sometimes, it won't go up at all!",other
Car takes too long to stop when I try to stop,brakes
When I put the car is very unsafe.,other
"This must be a sensor issue on this tire, but I'm not sure.",other
Please help ASAP!,starter
Car dies when I stop at a light or stop sign and then nothing happens.,starter
The car won't shift out of gas.,other
The air conditioner only blows cold sometimes.,other
Brake pedal vibrates,brakes
And the brake pedal.,brakes
I try to start the engine doesn’t power up,starter
My car makes a grinding noise too.,starter
Have to cycle the ignition button at least twice before my car starts.,starter
"To much technology, and that is ieven getting worse from model to newer model.",other
"Rear right tail light is on, which means I need to have the car is behaving very weird.",other
It won't start again.,starter
The car make some squeaking noises when stopping.,brakes
Parking brake doesn’t return once released,brakes
I'm having an issue with fuel injection sensor or pressure.,other
car makes grinding noise and brakes disengage,brakes
"The pedal feels squishy and pulses when I brake, after a few seconds, the brakes disengage.",brakes
It makes clunking noises when I open my rear trunk,other
"When turning, the car evaluated.",other
Squealing sound,brakes
Brake pedal vibrates or feels unsteady as you press down,brakes
My battery keeps dying.,other
My car sounds like its 20 years old when I press on the brakes.,brakes
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
Alternator is faulty,starter
"sometimes, it won't go up at all!",other
I can't get up to 88 MPH,other
My car sounds like its 20 years old when I press on the brake pedal all the way to the brake pedal,brakes
My car makes a weird whirring sound every time I start it,starter
Parking brake doesn’t return once released,brakes
My tire keeps going flat.,other
I turn the key and hear funny sounds but nothing happens.,starter
"When I'm taking a left turn, the steering wheel shakes uncontrollably when I accelerate above 60 mph",other
my brakes make a terrible sound when stopping.,brakes
my brakes make a squeaking noise whenever I try to brake again.,brakes
My air conditioning doesn't seem to be working.,other
My car sounds like its 20 years old when I try to stop,brakes
Car won’t stop quickly,brakes
And the brake pedal,brakes
The car is talking to me through the radio and asking me if I know where the All Spark is hidden,other
I'm having an issue with fuel injection sensor or pressure.,other
Dashboard computer reboots when traveling above 80mph,other
It's an intense upper body workout to stay in one lane on the road,other
My car makes a sputtering noise and does not start.,starter
Car won’t stop quickly,brakes
the privacy glass between my driver and my tires seem to be wearing down at different rates.,other
The left rear window only rolls down but does not feel secure.,other
The car make some squeaking noises when stopping.,brakes
The pedal feels squishy and pulses when I try to brake again.,brakes
It then takes several clicks on the passenger front side is having issues and does not feel secure.,other
Shuttering when accelerating,other
The battery is getting old so my range is a bit short these days.,other
Fuel economy has gotten very bad.,other
I keep my foot firmly pressing down on the brakes.,brakes
the flux capacitor is misfiring and I can't put gas in my steering wheel.,other
AC doesn't work well.,other
The driver side window auto function does not roll back up.,other
Just that odd clicking noise....,starter
I'm hearing a noise and feeling a vibration when I open my rear trunk,other
"I tried starting my car it just stops again, what is wrong!",starter
The oil change has been performed.,other
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
Usefulness is vanishing...,other
Then I have to press the brakes a bit harder than I normally would.,brakes
Metallic scraping or grinding noise when breaking.,brakes
My air conditioning is whistling whenever it's turned on low.,other
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
It sputters for a few seconds and then nothing happens.,starter
I'm having an issue with fuel injection sensor or pressure.,other
There isn't an immediate response.,other
I keep my foot firmly pressing down on the brake pedal,brakes
I press on the brake pedal vibrates or feels unsteady as you press down on the brakes.,brakes
Alternator is faulty,starter
Car takes too long to stop when I try to stop,brakes
I can hear the starter with a hammer.,starter
I turn the key and hear funny sounds but nothing happens.,starter
It was really cold out and I could not get the emergency brake to disengage.,brakes
The battery is getting old so my range is a light that came on that looks to be working.,other
"To much technology, and that is ieven getting worse from model to newer model.",other
"A/C is working, but is not blowing out cold air",other
Usefulness is vanishing...,other
Sometimes the car would make a click click clicking sound but would not start.,starter
I have some noise when i drive it above 60 mph,other
AC doesn't work,other
"I turn the key in the ignition, I just get a clicking sound but would not start.",starter
The car make some squeaking noises when stopping.,brakes
Car dies when I stop at a light or stop sign and then won't start again.,starter
Just that odd clicking noise....,starter
I came out from work at the end of the day and the car to turn over.,starter
Cannot get the car starts on the the fourth time.,starter
It then takes several clicks on the side of the car.,other
Parking brake doesn’t return once released,brakes
Spongy brake pedal.,brakes
AC doesn't work,other
I have a problem with my blinker fluid.,other
There's slack in my car,other
Parking brake doesn’t return once released,brakes
Car doesn't always start when it's low on blinker fluid,starter
"I turn the key in the ignition, I just get a clicking sound but would not start.",starter
Everything seems to be wearing down at different rates.,other
"There is a lag when I manually check it, it is fine.",other
"I'm hearing a noise and feeling a vibration when I manually check it, it is fine.",other
I tried starting my car starts.,starter
My back seat seatbelt won't lock.,other
"If I try to set it at anything other than MAX COOL, it defaults to full blast cooling.",other
I'm having an issue with fuel injection sensor or pressure.,other
There a loud knocking sound coming from the front of the car.,other
Car does not turn over.,starter
My window won't roll up.,other
I have a problem with my blinker fluid.,other
My air conditioning doesn't seem to be wearing down at different rates.,other
windshield wipers,other
It makes a grinding noise too.,starter
"This must be a sensor issue on this tire, but I'm not sure.",other
I have a keyless start system and when I stop at a light or stop sign and then nothing happens.,starter
I'm on the freeway.,other
When I try to start it.,starter
Customer states breaks make a deep grinding metal sound,brakes
But the car evaluated.,other
It makes a grinding sound for a while and never turns over.,starter
"It won't go, but it kind of won't stop either.",other
Squealing sound,brakes
I have some noise when i drive it above 60 mph.,other
super frustrating every time I start it,starter
The seat belt itself on the left door is scratched.,other
"A/C is working, but is not blowing out cold air",other
Just that odd clicking noise....,starter
When I put the car does not roll back up.,other
I turn the key in it makes a grinding noise too.,starter
I turn the key and hear funny sounds but nothing happens.,starter
The left rear window only rolls down but does not feel secure.,other
It seems like I have to brake again.,brakes
My air conditioning doesn't seem to be wearing down at different rates.,other
My window won't roll up.,other
I can hear the starter with a hammer.,starter
The left rear window only rolls down but does not feel secure.,other
It makes a grinding noise too.,starter
"It won't go, but it won't turn on, but it kind of won't stop either.",other
My window won't roll up.,other
Alternator is faulty,starter
"When it rains, the car in reverse, the hatchback latch opens so that the backup camera can engage.",other
There a loud knocking sound coming from somewhere in the front.,other
My tire keeps going flat.,other
It then takes several clicks on the road,other
"I have the car in reverse, the hatchback latch opens so that the backup camera can engage.",other
my brakes make a terrible sound when stopping.,brakes
I have a problem with my blinker fluid.,other
I have the button pushed in and the batteries just keep dying after about a week.,other
"I'm hearing a noise and feeling a vibration when I manually check it, it is fine.",other
"This is the third one, and I can't get up to 88 MPH",other
My battery keeps dying.,other
I came out from work at the end of the day and the car doesnt start.,starter
Car takes too long to stop,brakes
My car makes a grinding noise too.,starter
Car makes a grinding noise when stopping.,brakes
It is more squealing or screeching sounds than grinding.,brakes
I came out from work at the end of the day and the car would not start.,starter
Car takes too long to stop when I try to brake the car,brakes
super frustrating every time I start it,starter
Parking brake doesn’t return once released,brakes
But the car is now a pile of ashes.,other
There is a light that came on that looks to be something related to the air coming out of park.,other
"It's really bad at lower speeds, but generally tolerable at or above 80.",other
Aaarrrggghhh!!!!,other
There a loud knocking sound coming from somewhere in the front.,other
Shuttering when accelerating,other
Sometimes the car would not start.,starter
I'm not sure if it is the battery three times before the car doesnt start.,starter
Sometimes when I press the brakes disengage.,brakes
I tried starting my car but it doesn't work.,starter
It sputters for a while and never turns over.,starter
"I think my car if the control says, eg.",other
the flux capacitor is misfiring and I can't put gas in my car is now a pile of ashes.,other
"Brake pedal engagement varies, sometimes hard sometimes soft",other
"Starter makes clicking noise, won't start again.",starter
"Starter makes clicking noise, won't start the engine doesn’t power up",starter
I turn the key and nothing happens,starter
"When I tried to drive, the car made horrible grinding noises.",brakes
It then takes several clicks on the menu to return to my car is making a clicking noise.,other
The car won't shift out of gas.,other
"The paint on the fuel line, and apparently it came loose while driving.",other
"The gas door won't open, and I'm all out of park.",other
And the brake pedal,brakes
Spongy brake pedal.,brakes
It makes clunking noises when I go over a bump.,other
"Then I have to brake the car does slow, but it takes a long time to stop.",brakes
The air conditioner only blows cold sometimes.,other
And the brake pedal all the way to the brake and the car,brakes
Sometimes the car doesnt start.,starter
There is a lag when I open my rear trunk,other
Then I have to press the brakes disengage.,brakes
Spongy brake pedal.,brakes
The air conditioner only blows cold sometimes.,other
Car won’t stop quickly,brakes
My car does not start.,starter
Alternator is faulty,starter
my brakes make a terrible sound when stopping.,brakes
Please help ASAP!,starter
I can't put gas in my steering wheel.,other
"A/C is working, but is not blowing out cold air",other
I turn the wheel.,other
The air conditioner only blows cold sometimes.,other
Not so much a grinding noise when breaking.,brakes
Everything seems to be wearing down at different rates.,other
It makes a grinding noise too.,starter
Blind Spot Monitoring system will randomly be disabled.,other
"When it rains, the car won't start!",other
I have a problem with my blinker fluid.,other
Brake pedal vibrates or feels unsteady as you press down on the brake pedal,brakes
I have some noise when i drive it above 60 mph.,other
It sputters for a while and never turns over.,starter
Sometimes the car doesnt start.,starter
"When turning, the car is making a clicking noise.",other
Cannot get the car doesnt start.,starter
Car takes too long to stop,brakes
my brakes make a deep grinding metal sound,brakes
"It won't go, but it won't turn off either.",other
Car takes too long to stop the car.,brakes
I think my car is now a pile of ashes.,other
I have to press the ignition three times before the car would not start.,starter
"There is a lag when I manually check it, it is fine.",other
"Not so much a grinding noise, more like a piercing shriek of anguish",brakes
There's slack in my steering wheel.,other
And the brake and the car comes to a complete stop.,brakes
"When I'm taking a left turn, the steering wheel shakes when running at speed",other
Car takes too long to stop,brakes
The seat belt itself on the left door is scratched.,other
my brakes make a terrible sound when stopping.,brakes
I have the car won't shift out of gas.,other
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
That is all,other
That's all good.,other
My car makes a grinding noise too.,starter
"It takes a long time to start, and if I push the key and hear funny sounds but nothing happens.",starter
But the car won't start!,other
"Brake pedal engagement varies, sometimes hard sometimes soft",other
The battery is getting old so my range is a bit short these days.,other
Squealing sound,brakes
