"The paint on the menu to return to my car if the control says, eg.",other
Car takes too long to stop and sometimes very bumpy.,brakes
Car takes too long to stop and sometimes very bumpy.,brakes
I have a problem with my blinker fluid.,other
I have a problem with my blinker fluid.,other
It makes a grinding sound for a while and never turns over.,starter
"My car makes a weird whirring sound every time I start my car it just stops again, what is wrong!",starter
Blind Spot Monitoring system will randomly be disabled.,other
I came out from work at the end of the day and the car doesnt start.,starter
Brake pads appear less than ¼ inch thick,brakes
It's an intense upper body workout to stay in one lane on the road,other
"I turn the key in the ignition, I just get a clicking sound - maybe a dead battery?",starter
The other 3 tires report normally.,other
I hear a grinding noise as I drive.,other
"This must be a sensor issue on this tire, but I'm not sure.",other
"I tried starting my car it just stops again, what is wrong!",starter
The warning indicator light is out.,other
My battery keeps dying.,other
It won't start the ignition?,starter
"Car creates whistle sound each time I start my car it just stops again, what is wrong!",starter
That's all good.,other
The oil change light comes on after an oil change has been performed.,other
It then takes several clicks on the menu to return to my car is now a pile of ashes.,other
"This is the third one, and I hear a rattling noise when I accelerate above 60 mph",other
My battery keeps dying.,other
"When I drive, I feel like the car won't turn on, but it kind of won't stop either.",other
The air conditioner only blows cold sometimes.,other
It seems like I have to brake the car does not stop,brakes
There's slack in my steering wheel.,other
"The gas door won't open, and I'm all out of gas.",other
There is a bit short these days.,other
I was working on the menu to return to my previous display which is very unsafe.,other
"Have to cycle the ignition button at least twice before my car it just stops again, what is wrong!",starter
Sometimes when I try to stop when I try to stop the car.,brakes
Steering wheel shakes when running at speed,other
I can hear the starter with a hammer.,starter
My back seat seatbelt won't lock.,other
I think my car,other
Blind Spot Monitoring system will randomly be disabled.,other
Everything seems to be wearing down at different rates.,other
Car doesn't always start when it's low on blinker fluid,starter
It sputters for a while and never turns over.,starter
The pedal feels squishy and pulses when I try to brake again.,brakes
I think my alignment is bad.,other
And the brake pedal.,brakes
Dashboard computer reboots when traveling above 80mph,other
Not so much a grinding noise,brakes
The seat belt itself on the road,other
My battery keeps dying.,other
My cars breaks make noises and also take more time to stop.,brakes
It won't start again.,starter
"When I tried to drive, the car comes to a stop at a stop light, I press on the brake pedal",brakes
Cannot get the car would make a click click clicking sound - maybe a dead battery?,starter
Car creates whistle sound each time I start it,starter
Customer states breaks make a squeaking noise whenever I try to brake the car,brakes
I can't get up to 88 MPH,other
Metallic scraping or grinding noise when stopping.,brakes
Car won’t stop quickly,brakes
Car won’t stop quickly,brakes
My air conditioning doesn't seem to be something related to the air coming out of gas.,other
It sputters for a while and never turns over.,starter
Car makes a grinding noise when breaking.,brakes
Customer states breaks make a squeaking noise whenever I try to stop,brakes
I keep my foot firmly pressing down on the brake pedal.,brakes
I tried starting my car starts.,starter
I'm not sure if it is the battery three times before the car doesnt start.,starter
I think my alignment is bad.,other
"When I turn the key in the ignition, I just get a clicking sound - maybe a dead battery?",starter
Please help ASAP!,starter
68F,other
"This is the third one, and I don't get it.",other
windshield wipers,other
I tried starting my car but it definitely was not starting.,starter
I have replaced the battery since the lights would come one and the car would not start.,starter
"Steering wheel shakes uncontrollably when I manually check it, it is fine.",other
The air conditioner only blows cold sometimes.,other
It takes a long time before finally engaging and actually turning on.,starter
"When I put the car does not work, you pull the window up, it goes all the way up and then down.",other
Alternator is faulty,starter
I'm hearing a noise and feeling a vibration when I bought the car.,other
